python-wheel 0.45.1-1
python-xlib 0.33-4
python-yaml 6.0.3-1
qalculate-gtk 5.8.1-1
qca-qt6 2.3.10-3
qemu-audio-alsa 10.1.2-2
qemu-audio-dbus 10.1.2-2
qemu-audio-jack 10.1.2-2
qemu-audio-oss 10.1.2-2
qemu-audio-pa 10.1.2-2
qemu-audio-pipewire 10.1.2-2
qemu-audio-sdl 10.1.2-2
qemu-audio-spice 10.1.2-2
qemu-base 10.1.2-2
qemu-block-curl 10.1.2-2
qemu-block-dmg 10.1.2-2
qemu-block-gluster 10.1.2-2
qemu-block-iscsi 10.1.2-2
qemu-block-nfs 10.1.2-2
qemu-block-ssh 10.1.2-2
qemu-chardev-baum 10.1.2-2
qemu-chardev-spice 10.1.2-2
qemu-common 10.1.2-2
qemu-desktop 10.1.2-2
qemu-docs 10.1.2-2
qemu-emulators-full 10.1.2-2
qemu-full 10.1.2-2
qemu-hw-display-qxl 10.1.2-2
qemu-hw-display-virtio-gpu 10.1.2-2
qemu-hw-display-virtio-gpu-gl 10.1.2-2
qemu-hw-display-virtio-gpu-pci 10.1.2-2
qemu-hw-display-virtio-gpu-pci-gl 10.1.2-2
qemu-hw-display-virtio-gpu-pci-rutabaga 10.1.2-2
qemu-hw-display-virtio-gpu-rutabaga 10.1.2-2
qemu-hw-display-virtio-vga 10.1.2-2
qemu-hw-display-virtio-vga-gl 10.1.2-2
qemu-hw-display-virtio-vga-rutabaga 10.1.2-2
qemu-hw-s390x-virtio-gpu-ccw 10.1.2-2
qemu-hw-uefi-vars 10.1.2-2
qemu-hw-usb-host 10.1.2-2
qemu-hw-usb-redirect 10.1.2-2
qemu-hw-usb-smartcard 10.1.2-2
qemu-img 10.1.2-2
qemu-pr-helper 10.1.2-2
qemu-system-aarch64 10.1.2-2
qemu-system-alpha 10.1.2-2
qemu-system-alpha-firmware 10.1.2-2
qemu-system-arm 10.1.2-2
qemu-system-arm-firmware 10.1.2-2
qemu-system-avr 10.1.2-2
qemu-system-hppa 10.1.2-2
qemu-system-hppa-firmware 10.1.2-2
qemu-system-loongarch64 10.1.2-2
qemu-system-m68k 10.1.2-2
qemu-system-microblaze 10.1.2-2
qemu-system-microblaze-firmware 10.1.2-2
qemu-system-mips 10.1.2-2
qemu-system-or1k 10.1.2-2
qemu-system-ppc 10.1.2-2
qemu-system-ppc-firmware 10.1.2-2
qemu-system-riscv 10.1.2-2
qemu-system-riscv-firmware 10.1.2-2
qemu-system-rx 10.1.2-2
qemu-system-s390x 10.1.2-2
qemu-system-s390x-firmware 10.1.2-2
qemu-system-sh4 10.1.2-2
qemu-system-sparc 10.1.2-2
qemu-system-sparc-firmware 10.1.2-2
qemu-system-tricore 10.1.2-2
qemu-system-x86 10.1.2-2
qemu-system-x86-firmware 10.1.2-2
qemu-system-xtensa 10.1.2-2
qemu-tests 10.1.2-2
qemu-tools 10.1.2-2
qemu-ui-curses 10.1.2-2
qemu-ui-dbus 10.1.2-2
qemu-ui-egl-headless 10.1.2-2
qemu-ui-gtk 10.1.2-2
qemu-ui-opengl 10.1.2-2
qemu-ui-sdl 10.1.2-2
qemu-ui-spice-app 10.1.2-2
qemu-ui-spice-core 10.1.2-2
qemu-user 10.1.2-2
qemu-vhost-user-gpu 10.1.2-2
qemu-vmsr-helper 10.1.2-2
qhull 2020.2-5
qt5-base 5.15.18+kde+r109-1
qt5-declarative 5.15.18+kde+r22-1
qt5-svg 5.15.18+kde+r5-1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt5-x11extras 5.15.18-1
qt5ct 1.9-1
qt6-5compat 6.10.0-1
qt6-base 6.10.0-2
qt6-declarative 6.10.0-2
qt6-multimedia 6.10.0-2
qt6-multimedia-ffmpeg 6.10.0-2
qt6-scxml 6.10.0-1
qt6-shadertools 6.10.0-1
qt6-speech 6.10.0-1
qt6-svg 6.10.0-2
qt6-tools 6.10.0-2
qt6-translations 6.10.0-1
qt6-virtualkeyboard 6.10.0-1
qt6-wayland 6.10.0-1
qt6ct 0.11-2
r 4.5.2-1
raptor 2.0.16-8
rasqal 1:0.9.33-7
rav1e 0.8.1-2
rdma-core 60.0-2
re2 1:20240702-7
readline 8.3.001-1
redland 1:1.0.17-9
rhash 1.4.6-1
ripgrep 15.1.0-1
ripgrep-all 0.10.9-1
rofi 2.0.0-1
rpcbind 1.2.8-1
rtkit 0.13-3
rubberband 4.0.0-1
runc 1.3.2-1
rust-analyzer 20251103-1
rust-src 1:1.91.0-1
rustup 1.28.2-3
rutabaga-ffi 0.1.71-2
sassc 3.6.2-5
sbc 2.1-1
scdoc 1.11.3-1
sdbus-cpp 2.1.0-2
sddm 0.21.0-6
sdl12-compat 1.2.68-2
sdl2-compat 2.32.58-1
sdl2_image 2.8.8-1
sdl3 3.2.26-1
seabios 1.17.0-2
seatd 0.9.1-1
sed 4.9-3
semver 7.7.3-1
serd 0.32.4-1
shaderc 2025.4-2
shadow 4.18.0-1
shared-mime-info 2.4-2
simdjson 1:4.2.1-1
slang 2.3.3-4
slurp 1.5.0-1
smartmontools 7.5-1
smbclient 2:4.23.2-1
snappy 1.2.2-2
sndio 1.10.0-1
sof-firmware 2025.05.1-1
solid 6.19.0-1
sonnet 6.19.0-1
sord 0.16.18-1
sound-theme-freedesktop 0.8-6
spdlog 1.16.0-1
speedtest++ 1.15.r72.b743996-2
speedtest++-debug 1.15.r72.b743996-2
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-protocol 0.14.5-1
spirv-tools 1:1.4.328.1-1
spotify 1:1.2.74.477-2
sqlite 3.50.4-2
sratom 0.6.18-1
srt 1.5.4-1
startup-notification 0.12-9
steam 1.0.0.85-1
stow 2.4.1-1
sudo 1.9.17.p2-1
svt-av1 3.1.2-1
swappy 1.8.0-1
swaync 0.12.2-2
swww 0.11.2-1
syndication 6.19.0-1
syntax-highlighting 6.19.0-1
systemd 258.1-1
systemd-libs 258.1-1
systemd-sysvcompat 258.1-1
taglib 2.1.1-1
talloc 2.4.3-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.14-1
tectonic 0.15.0-3
tevent 1:0.17.1-1
texinfo 7.2-1
thunar 4.20.6-1
thunar-archive-plugin 0.6.0-1
thunar-volman 4.20.0-2
tinysparql 3.10.1-1
tk 8.6.16-1
tmux 3.5_a-1
tomlplusplus 3.4.0-1
tpm2-tss 4.1.3-1
tree-sitter 0.25.10-1
tree-sitter-c 0.24.1-1
tree-sitter-lua 0.4.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.7.0-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.23-1
ttf-droid 20121017-11
ttf-fantasque-nerd 3.4.0-1
ttf-fira-code 6.2-2
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.4.0-1
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-victor-mono 1.5.6-1
tumbler 4.20.1-1
twolame 0.4.0-4
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.10.2-1
umockdev 0.19.1-1
unibilium 2.1.2-1
unzip 6.0-23
upower 1.90.10-1
usbredir 0.15.0-1
usbutils 019-1
util-linux 2.41.2-1
util-linux-libs 2.41.2-1
v4l-utils 1.32.0-1
vapoursynth 72-1
vde2 2.3.3-8
vid.stab 1.1.1-2
vim 9.1.1841-1
vim-runtime 9.1.1841-1
virglrenderer 1.2.0-1
virtiofsd 1.13.2-1
virtualbox 7.2.4-1
virtualbox-guest-iso 7.2.4-1
virtualbox-host-modules-arch 7.2.4-4
visual-studio-code-bin 1.105.1-1
vlc 3.0.21-31
vlc-cli 3.0.21-31
vlc-gui-qt 3.0.21-31
vlc-plugin-a52dec 3.0.21-31
vlc-plugin-alsa 3.0.21-31
vlc-plugin-archive 3.0.21-31
vlc-plugin-dav1d 3.0.21-31
vlc-plugin-dbus 3.0.21-31
vlc-plugin-dbus-screensaver 3.0.21-31
vlc-plugin-faad2 3.0.21-31
vlc-plugin-flac 3.0.21-31
vlc-plugin-gnutls 3.0.21-31
vlc-plugin-inflate 3.0.21-31
vlc-plugin-journal 3.0.21-31
vlc-plugin-jpeg 3.0.21-31
vlc-plugin-lua 3.0.21-31
vlc-plugin-mpg123 3.0.21-31
vlc-plugin-ogg 3.0.21-31
vlc-plugin-opus 3.0.21-31
vlc-plugin-png 3.0.21-31
vlc-plugin-pulse 3.0.21-31
vlc-plugin-shout 3.0.21-31
vlc-plugin-speex 3.0.21-31
vlc-plugin-tag 3.0.21-31
vlc-plugin-theora 3.0.21-31
vlc-plugin-twolame 3.0.21-31
vlc-plugin-vorbis 3.0.21-31
vlc-plugin-vpx 3.0.21-31
vlc-plugin-xml 3.0.21-31
vlc-plugins-base 3.0.21-31
vlc-plugins-video-output 3.0.21-31
vmaf 3.0.0-1
volume_key 0.3.12-11
vte-common 0.82.1-1
vte3 0.82.1-1
vulkan-icd-loader 1.4.328.1-1
vulkan-intel 1:25.2.6-1
vulkan-mesa-device-select 1:25.2.6-1
vulkan-nouveau 1:25.2.6-1
vulkan-radeon 1:25.2.6-1
walker-debug 1.0.7-2
wallust 3.4.0-1
wallust-debug 3.4.0-1
waybar 0.14.0-4
wayland 1.24.0-1
wayland-protocols 1.45-1
webkit2gtk-4.1 2.50.1-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-2
which 2.23-1
windsurf 1.12.27-1
wireless_tools 30.pre9-4
wireplumber 0.5.12-1
wl-clipboard 1:2.2.1-3
wlogout 1.2.2-0
wlogout-debug 1.2.2-0
woff2 1.0.2-6
wofi 1.5.1-1
wolfssl 5.8.2-1
wpa_supplicant 2:2.11-3
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xarchiver 0.5.4.26-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-desktop-portal 1.20.3-2
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.11-1
xdg-user-dirs 0.19-2
xdg-utils 1.2.1-1
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 25.0.0-1
xf86-video-ati 1:22.0.0-2
xf86-video-nouveau 1.0.18-1
xf86-video-vmware 13.4.0-4
xf86-video-vmware-debug 13.4.0-4
xfconf 4.20.0-2
xkeyboard-config 2.46-1
xmlsec 1.3.8-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.20-1
xorg-server-common 21.1.20-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.4.7-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xwayland 24.1.9-1
xorgproto 2024.1-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.1-1
yad 14.1-2
yarn 1.22.22-2
yay-bin 12.5.2-1
yay-bin-debug 12.5.2-1
yazi 25.5.31-2
yt-dlp 2025.10.22-1
yyjson 0.12.0-1
zenity 4.2.0-1
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.5-1
zoxide 0.9.8-2
zram-generator 1.2.1-1
zsh 5.9-5
zsh-completions 0.35.0-3
zstd 1.5.7-2
zxing-cpp 2.3.0-5
